instance,variant,ants,iters,alpha,beta,rho,w,q0,xi,rep,best_value,best_weight,feasible,elapsed_ms
p03,MMAS,100,600,1,3,0.3,0,0,0,3,150,190,1,62
p03,MMAS,100,600,1,4,0.1,0,0,0,1,150,190,1,64
p03,MMAS,100,600,1,4,0.1,0,0,0,2,150,190,1,67
p03,MMAS,100,600,1,4,0.1,0,0,0,3,150,190,1,63
p03,MMAS,100,600,1,4,0.3,0,0,0,1,150,190,1,62
p03,MMAS,100,600,1,4,0.3,0,0,0,2,150,190,1,68
p03,MMAS,100,600,1,4,0.3,0,0,0,3,150,190,1,75
p03,ACS,50,300,1,2,0.1,0,0.9,0.1,1,150,190,1,15
p03,ACS,50,300,1,2,0.1,0,0.9,0.1,2,150,190,1,15
p03,ACS,50,300,1,2,0.1,0,0.9,0.1,3,150,190,1,15
p03,ACS,50,300,1,2,0.1,0,0.95,0.1,1,150,190,1,14
p03,ACS,50,300,1,2,0.1,0,0.95,0.1,2,150,190,1,13
p03,ACS,50,300,1,2,0.1,0,0.95,0.1,3,150,190,1,15
p03,ACS,50,300,1,2,0.3,0,0.9,0.1,1,150,190,1,15
p03,ACS,50,300,1,2,0.3,0,0.9,0.1,2,150,190,1,14
p03,ACS,50,300,1,2,0.3,0,0.9,0.1,3,150,190,1,14
p03,ACS,50,300,1,2,0.3,0,0.95,0.1,1,150,190,1,13
p03,ACS,50,300,1,2,0.3,0,0.95,0.1,2,150,190,1,14
p03,ACS,50,300,1,2,0.3,0,0.95,0.1,3,150,190,1,14
p03,ACS,50,300,1,3,0.1,0,0.9,0.1,1,150,190,1,14
p03,ACS,50,300,1,3,0.1,0,0.9,0.1,2,150,190,1,14
p03,ACS,50,300,1,3,0.1,0,0.9,0.1,3,150,190,1,14
p03,ACS,50,300,1,3,0.1,0,0.95,0.1,1,150,190,1,16
p03,ACS,50,300,1,3,0.1,0,0.95,0.1,2,150,190,1,13
p03,ACS,50,300,1,3,0.1,0,0.95,0.1,3,150,190,1,14
p03,ACS,50,300,1,3,0.3,0,0.9,0.1,1,150,190,1,13
p03,ACS,50,300,1,3,0.3,0,0.9,0.1,2,150,190,1,13
p03,ACS,50,300,1,3,0.3,0,0.9,0.1,3,150,190,1,13
p03,ACS,50,300,1,3,0.3,0,0.95,0.1,1,150,190,1,13
p03,ACS,50,300,1,3,0.3,0,0.95,0.1,2,150,190,1,14
p03,ACS,50,300,1,3,0.3,0,0.95,0.1,3,150,190,1,15
p03,ACS,50,300,1,4,0.1,0,0.9,0.1,1,150,190,1,16
p03,ACS,50,300,1,4,0.1,0,0.9,0.1,2,150,190,1,14
p03,ACS,50,300,1,4,0.1,0,0.9,0.1,3,150,190,1,14
p03,ACS,50,300,1,4,0.1,0,0.95,0.1,1,150,190,1,13
p03,ACS,50,300,1,4,0.1,0,0.95,0.1,2,150,190,1,17
p03,ACS,50,300,1,4,0.1,0,0.95,0.1,3,150,190,1,48
p03,ACS,50,300,1,4,0.3,0,0.9,0.1,1,150,190,1,17
p03,ACS,50,300,1,4,0.3,0,0.9,0.1,2,150,190,1,15
p03,ACS,50,300,1,4,0.3,0,0.9,0.1,3,150,190,1,14
p03,ACS,50,300,1,4,0.3,0,0.95,0.1,1,150,190,1,14
p03,ACS,50,300,1,4,0.3,0,0.95,0.1,2,150,190,1,14
p03,ACS,50,300,1,4,0.3,0,0.95,0.1,3,150,190,1,18
p03,ACS,50,600,1,2,0.1,0,0.9,0.1,1,150,190,1,40
p03,ACS,50,600,1,2,0.1,0,0.9,0.1,2,150,190,1,28
p03,ACS,50,600,1,2,0.1,0,0.9,0.1,3,150,190,1,35
p03,ACS,50,600,1,2,0.1,0,0.95,0.1,1,150,190,1,32
p03,ACS,50,600,1,2,0.1,0,0.95,0.1,2,150,190,1,28
p03,ACS,50,600,1,2,0.1,0,0.95,0.1,3,150,190,1,28
p03,ACS,50,600,1,2,0.3,0,0.9,0.1,1,150,190,1,27
p03,ACS,50,600,1,2,0.3,0,0.9,0.1,2,150,190,1,29
p03,ACS,50,600,1,2,0.3,0,0.9,0.1,3,150,190,1,30
p03,ACS,50,600,1,2,0.3,0,0.95,0.1,1,150,190,1,28
p03,ACS,50,600,1,2,0.3,0,0.95,0.1,2,150,190,1,30
p03,ACS,50,600,1,2,0.3,0,0.95,0.1,3,150,190,1,26
p03,ACS,50,600,1,3,0.1,0,0.9,0.1,1,150,190,1,28
p03,ACS,50,600,1,3,0.1,0,0.9,0.1,2,150,190,1,27
p03,ACS,50,600,1,3,0.1,0,0.9,0.1,3,150,190,1,28
p03,ACS,50,600,1,3,0.1,0,0.95,0.1,1,150,190,1,27
p03,ACS,50,600,1,3,0.1,0,0.95,0.1,2,150,190,1,26
p03,ACS,50,600,1,3,0.1,0,0.95,0.1,3,150,190,1,31
p03,ACS,50,600,1,3,0.3,0,0.9,0.1,1,150,190,1,37
p03,ACS,50,600,1,3,0.3,0,0.9,0.1,2,150,190,1,31
p03,ACS,50,600,1,3,0.3,0,0.9,0.1,3,150,190,1,27
p03,ACS,50,600,1,3,0.3,0,0.95,0.1,1,150,190,1,25
p03,ACS,50,600,1,3,0.3,0,0.95,0.1,2,150,190,1,25
p03,ACS,50,600,1,3,0.3,0,0.95,0.1,3,150,190,1,33
p03,ACS,50,600,1,4,0.1,0,0.9,0.1,1,150,190,1,36
p03,ACS,50,600,1,4,0.1,0,0.9,0.1,2,150,190,1,27
p03,ACS,50,600,1,4,0.1,0,0.9,0.1,3,150,190,1,30
p03,ACS,50,600,1,4,0.1,0,0.95,0.1,1,150,190,1,29
p03,ACS,50,600,1,4,0.1,0,0.95,0.1,2,150,190,1,27
p03,ACS,50,600,1,4,0.1,0,0.95,0.1,3,150,190,1,28
p03,ACS,50,600,1,4,0.3,0,0.9,0.1,1,150,190,1,26
p03,ACS,50,600,1,4,0.3,0,0.9,0.1,2,150,190,1,26
p03,ACS,50,600,1,4,0.3,0,0.9,0.1,3,150,190,1,35
p03,ACS,50,600,1,4,0.3,0,0.95,0.1,1,150,190,1,37
p03,ACS,50,600,1,4,0.3,0,0.95,0.1,2,150,190,1,32
p03,ACS,50,600,1,4,0.3,0,0.95,0.1,3,150,190,1,26
p03,ACS,100,300,1,2,0.1,0,0.9,0.1,1,150,190,1,24
p03,ACS,100,300,1,2,0.1,0,0.9,0.1,2,150,190,1,26
p03,ACS,100,300,1,2,0.1,0,0.9,0.1,3,150,190,1,28
p03,ACS,100,300,1,2,0.1,0,0.95,0.1,1,150,190,1,26
p03,ACS,100,300,1,2,0.1,0,0.95,0.1,2,150,190,1,25
p03,ACS,100,300,1,2,0.1,0,0.95,0.1,3,150,190,1,25
p03,ACS,100,300,1,2,0.3,0,0.9,0.1,1,150,190,1,26
p03,ACS,100,300,1,2,0.3,0,0.9,0.1,2,150,190,1,25
p03,ACS,100,300,1,2,0.3,0,0.9,0.1,3,150,190,1,25
p03,ACS,100,300,1,2,0.3,0,0.95,0.1,1,150,190,1,26
p03,ACS,100,300,1,2,0.3,0,0.95,0.1,2,150,190,1,26
p03,ACS,100,300,1,2,0.3,0,0.95,0.1,3,150,190,1,28
p03,ACS,100,300,1,3,0.1,0,0.9,0.1,1,150,190,1,37
p03,ACS,100,300,1,3,0.1,0,0.9,0.1,2,150,190,1,27
p03,ACS,100,300,1,3,0.1,0,0.9,0.1,3,150,190,1,27
p03,ACS,100,300,1,3,0.1,0,0.95,0.1,1,150,190,1,25
p03,ACS,100,300,1,3,0.1,0,0.95,0.1,2,150,190,1,25
p03,ACS,100,300,1,3,0.1,0,0.95,0.1,3,150,190,1,25
p03,ACS,100,300,1,3,0.3,0,0.9,0.1,1,150,190,1,27
p03,ACS,100,300,1,3,0.3,0,0.9,0.1,2,150,190,1,27
p03,ACS,100,300,1,3,0.3,0,0.9,0.1,3,150,190,1,29
p03,ACS,100,300,1,3,0.3,0,0.95,0.1,1,150,190,1,25
p03,ACS,100,300,1,3,0.3,0,0.95,0.1,2,150,190,1,27
p03,ACS,100,300,1,3,0.3,0,0.95,0.1,3,150,190,1,28
p03,ACS,100,300,1,4,0.1,0,0.9,0.1,1,150,190,1,29
p03,ACS,100,300,1,4,0.1,0,0.9,0.1,2,150,190,1,26
p03,ACS,100,300,1,4,0.1,0,0.9,0.1,3,150,190,1,30
p03,ACS,100,300,1,4,0.1,0,0.95,0.1,1,150,190,1,37
p03,ACS,100,300,1,4,0.1,0,0.95,0.1,2,150,190,1,35
p03,ACS,100,300,1,4,0.1,0,0.95,0.1,3,150,190,1,25
p03,ACS,100,300,1,4,0.3,0,0.9,0.1,1,150,190,1,28
p03,ACS,100,300,1,4,0.3,0,0.9,0.1,2,150,190,1,26
p03,ACS,100,300,1,4,0.3,0,0.9,0.1,3,150,190,1,27
p03,ACS,100,300,1,4,0.3,0,0.95,0.1,1,150,190,1,27
p03,ACS,100,300,1,4,0.3,0,0.95,0.1,2,150,190,1,25
p03,ACS,100,300,1,4,0.3,0,0.95,0.1,3,150,190,1,26
p03,ACS,100,600,1,2,0.1,0,0.9,0.1,1,150,190,1,54
p03,ACS,100,600,1,2,0.1,0,0.9,0.1,2,150,190,1,51
p03,ACS,100,600,1,2,0.1,0,0.9,0.1,3,150,190,1,51
p03,ACS,100,600,1,2,0.1,0,0.95,0.1,1,150,190,1,52
p03,ACS,100,600,1,2,0.1,0,0.95,0.1,2,150,190,1,51
p03,ACS,100,600,1,2,0.1,0,0.95,0.1,3,150,190,1,51
p03,ACS,100,600,1,2,0.3,0,0.9,0.1,1,150,190,1,55
p03,ACS,100,600,1,2,0.3,0,0.9,0.1,2,150,190,1,51
p03,ACS,100,600,1,2,0.3,0,0.9,0.1,3,150,190,1,52
p03,ACS,100,600,1,2,0.3,0,0.95,0.1,1,150,190,1,57
p03,ACS,100,600,1,2,0.3,0,0.95,0.1,2,150,190,1,52
p03,ACS,100,600,1,2,0.3,0,0.95,0.1,3,150,190,1,51
p03,ACS,100,600,1,3,0.1,0,0.9,0.1,1,150,190,1,54
p03,ACS,100,600,1,3,0.1,0,0.9,0.1,2,150,190,1,51
p03,ACS,100,600,1,3,0.1,0,0.9,0.1,3,150,190,1,55
p03,ACS,100,600,1,3,0.1,0,0.95,0.1,1,150,190,1,54
p03,ACS,100,600,1,3,0.1,0,0.95,0.1,2,150,190,1,51
p03,ACS,100,600,1,3,0.1,0,0.95,0.1,3,150,190,1,50
p03,ACS,100,600,1,3,0.3,0,0.9,0.1,1,150,190,1,64
p03,ACS,100,600,1,3,0.3,0,0.9,0.1,2,150,190,1,50
p03,ACS,100,600,1,3,0.3,0,0.9,0.1,3,150,190,1,49
p03,ACS,100,600,1,3,0.3,0,0.95,0.1,1,150,190,1,57
p03,ACS,100,600,1,3,0.3,0,0.95,0.1,2,150,190,1,49
p03,ACS,100,600,1,3,0.3,0,0.95,0.1,3,150,190,1,51
p03,ACS,100,600,1,4,0.1,0,0.9,0.1,1,150,190,1,51
p03,ACS,100,600,1,4,0.1,0,0.9,0.1,2,150,190,1,56
p03,ACS,100,600,1,4,0.1,0,0.9,0.1,3,150,190,1,54
p03,ACS,100,600,1,4,0.1,0,0.95,0.1,1,150,190,1,54
p03,ACS,100,600,1,4,0.1,0,0.95,0.1,2,150,190,1,57
p03,ACS,100,600,1,4,0.1,0,0.95,0.1,3,150,190,1,78
p03,ACS,100,600,1,4,0.3,0,0.9,0.1,1,150,190,1,51
p03,ACS,100,600,1,4,0.3,0,0.9,0.1,2,150,190,1,62
p03,ACS,100,600,1,4,0.3,0,0.9,0.1,3,150,190,1,53
p03,ACS,100,600,1,4,0.3,0,0.95,0.1,1,150,190,1,50
p03,ACS,100,600,1,4,0.3,0,0.95,0.1,2,150,190,1,53
p03,ACS,100,600,1,4,0.3,0,0.95,0.1,3,150,190,1,55
p04,AS,50,300,1,2,0.1,0,0,0,1,107,50,1,21
p04,AS,50,300,1,2,0.1,0,0,0,2,107,50,1,20
p04,AS,50,300,1,2,0.1,0,0,0,3,107,50,1,20
p04,AS,50,300,1,2,0.3,0,0,0,1,107,50,1,21
p04,AS,50,300,1,2,0.3,0,0,0,2,107,50,1,21
p04,AS,50,300,1,2,0.3,0,0,0,3,107,50,1,21
p04,AS,50,300,1,3,0.1,0,0,0,1,107,50,1,28
p04,AS,50,300,1,3,0.1,0,0,0,2,107,50,1,22
p04,AS,50,300,1,3,0.1,0,0,0,3,107,50,1,20
p04,AS,50,300,1,3,0.3,0,0,0,1,107,50,1,19
p04,AS,50,300,1,3,0.3,0,0,0,2,107,50,1,20
p04,AS,50,300,1,3,0.3,0,0,0,3,107,50,1,18
p04,AS,50,300,1,4,0.1,0,0,0,1,107,50,1,19
p04,AS,50,300,1,4,0.1,0,0,0,2,107,50,1,19
p04,AS,50,300,1,4,0.1,0,0,0,3,107,50,1,19
p04,AS,50,300,1,4,0.3,0,0,0,1,107,50,1,20
p04,AS,50,300,1,4,0.3,0,0,0,2,107,50,1,19
p04,AS,50,300,1,4,0.3,0,0,0,3,107,50,1,19
p04,AS,50,600,1,2,0.1,0,0,0,1,107,50,1,41
p04,AS,50,600,1,2,0.1,0,0,0,2,107,50,1,43
p04,AS,50,600,1,2,0.1,0,0,0,3,107,50,1,40
p04,AS,50,600,1,2,0.3,0,0,0,1,107,50,1,40
p04,AS,50,600,1,2,0.3,0,0,0,2,107,50,1,42
p04,AS,50,600,1,2,0.3,0,0,0,3,107,50,1,41
p04,AS,50,600,1,3,0.1,0,0,0,1,107,50,1,43
p04,AS,50,600,1,3,0.1,0,0,0,2,107,50,1,42
p04,AS,50,600,1,3,0.1,0,0,0,3,107,50,1,40
p04,AS,50,600,1,3,0.3,0,0,0,1,107,50,1,44
p04,AS,50,600,1,3,0.3,0,0,0,2,107,50,1,43
p04,AS,50,600,1,3,0.3,0,0,0,3,107,50,1,40
p04,AS,50,600,1,4,0.1,0,0,0,1,107,50,1,41
p04,AS,50,600,1,4,0.1,0,0,0,2,107,50,1,38
p04,AS,50,600,1,4,0.1,0,0,0,3,107,50,1,44
p04,AS,50,600,1,4,0.3,0,0,0,1,107,50,1,44
p04,AS,50,600,1,4,0.3,0,0,0,2,107,50,1,41
p04,AS,50,600,1,4,0.3,0,0,0,3,107,50,1,40
p04,AS,100,300,1,2,0.1,0,0,0,1,107,50,1,44
p04,AS,100,300,1,2,0.1,0,0,0,2,107,50,1,44
p04,AS,100,300,1,2,0.1,0,0,0,3,107,50,1,47
p04,AS,100,300,1,2,0.3,0,0,0,1,107,50,1,46
p04,AS,100,300,1,2,0.3,0,0,0,2,107,50,1,43
p04,AS,100,300,1,2,0.3,0,0,0,3,107,50,1,44
p04,AS,100,300,1,3,0.1,0,0,0,1,107,50,1,46
p04,AS,100,300,1,3,0.1,0,0,0,2,107,50,1,43
p04,AS,100,300,1,3,0.1,0,0,0,3,107,50,1,42
p04,AS,100,300,1,3,0.3,0,0,0,1,107,50,1,42
p04,AS,100,300,1,3,0.3,0,0,0,2,107,50,1,42
p04,AS,100,300,1,3,0.3,0,0,0,3,107,50,1,41
p04,AS,100,300,1,4,0.1,0,0,0,1,107,50,1,41
p04,AS,100,300,1,4,0.1,0,0,0,2,107,50,1,41
p04,AS,100,300,1,4,0.1,0,0,0,3,107,50,1,43
p04,AS,100,300,1,4,0.3,0,0,0,1,107,50,1,45
p04,AS,100,300,1,4,0.3,0,0,0,2,107,50,1,42
p04,AS,100,300,1,4,0.3,0,0,0,3,107,50,1,44
p04,AS,100,600,1,2,0.1,0,0,0,1,107,50,1,93
p04,AS,100,600,1,2,0.1,0,0,0,2,107,50,1,85
p04,AS,100,600,1,2,0.1,0,0,0,3,107,50,1,87
p04,AS,100,600,1,2,0.3,0,0,0,1,107,50,1,88
p04,AS,100,600,1,2,0.3,0,0,0,2,107,50,1,86
p04,AS,100,600,1,2,0.3,0,0,0,3,107,50,1,90
p04,AS,100,600,1,3,0.1,0,0,0,1,107,50,1,91
p04,AS,100,600,1,3,0.1,0,0,0,2,107,50,1,88
p04,AS,100,600,1,3,0.1,0,0,0,3,107,50,1,88
p04,AS,100,600,1,3,0.3,0,0,0,1,107,50,1,79
p04,AS,100,600,1,3,0.3,0,0,0,2,107,50,1,86
p04,AS,100,600,1,3,0.3,0,0,0,3,107,50,1,84
p04,AS,100,600,1,4,0.1,0,0,0,1,107,50,1,90
p04,AS,100,600,1,4,0.1,0,0,0,2,107,50,1,85
p04,AS,100,600,1,4,0.1,0,0,0,3,107,50,1,84
p04,AS,100,600,1,4,0.3,0,0,0,1,107,50,1,84
p04,AS,100,600,1,4,0.3,0,0,0,2,107,50,1,84
p04,AS,100,600,1,4,0.3,0,0,0,3,107,50,1,85
p04,ASRank,50,300,1,2,0.1,5,0,0,1,107,50,1,14
p04,ASRank,50,300,1,2,0.1,5,0,0,2,107,50,1,12
p04,ASRank,50,300,1,2,0.1,5,0,0,3,107,50,1,14
p04,ASRank,50,300,1,2,0.1,10,0,0,1,107,50,1,12
p04,ASRank,50,300,1,2,0.1,10,0,0,2,107,50,1,12
p04,ASRank,50,300,1,2,0.1,10,0,0,3,107,50,1,12
p04,ASRank,50,300,1,2,0.3,5,0,0,1,107,50,1,14
p04,ASRank,50,300,1,2,0.3,5,0,0,2,107,50,1,14
p04,ASRank,50,300,1,2,0.3,5,0,0,3,107,50,1,12
p04,ASRank,50,300,1,2,0.3,10,0,0,1,107,50,1,13
p04,ASRank,50,300,1,2,0.3,10,0,0,2,107,50,1,12
p04,ASRank,50,300,1,2,0.3,10,0,0,3,107,50,1,13
p04,ASRank,50,300,1,3,0.1,5,0,0,1,107,50,1,13
p04,ASRank,50,300,1,3,0.1,5,0,0,2,107,50,1,13
p04,ASRank,50,300,1,3,0.1,5,0,0,3,107,50,1,12
p04,ASRank,50,300,1,3,0.1,10,0,0,1,107,50,1,12
p04,ASRank,50,300,1,3,0.1,10,0,0,2,107,50,1,12
p04,ASRank,50,300,1,3,0.1,10,0,0,3,107,50,1,12
p04,ASRank,50,300,1,3,0.3,5,0,0,1,105,50,1,18
p04,ASRank,50,300,1,3,0.3,5,0,0,2,107,50,1,12
p04,ASRank,50,300,1,3,0.3,5,0,0,3,107,50,1,13
p04,ASRank,50,300,1,3,0.3,10,0,0,1,107,50,1,15
p04,ASRank,50,300,1,3,0.3,10,0,0,2,107,50,1,14
p04,ASRank,50,300,1,3,0.3,10,0,0,3,107,50,1,13
p04,ASRank,50,300,1,4,0.1,5,0,0,1,107,50,1,13
p04,ASRank,50,300,1,4,0.1,5,0,0,2,107,50,1,13
p04,ASRank,50,300,1,4,0.1,5,0,0,3,107,50,1,12
p04,ASRank,50,300,1,4,0.1,10,0,0,1,107,50,1,14
p04,ASRank,50,300,1,4,0.1,10,0,0,2,107,50,1,13
p04,ASRank,50,300,1,4,0.1,10,0,0,3,107,50,1,13
p04,ASRank,50,300,1,4,0.3,5,0,0,1,107,50,1,13
p04,ASRank,50,300,1,4,0.3,5,0,0,2,107,50,1,13
p04,ASRank,50,300,1,4,0.3,5,0,0,3,107,50,1,12
p04,ASRank,50,300,1,4,0.3,10,0,0,1,107,50,1,12
p04,ASRank,50,300,1,4,0.3,10,0,0,2,107,50,1,13
p04,ASRank,50,300,1,4,0.3,10,0,0,3,107,50,1,13
p04,ASRank,50,600,1,2,0.1,5,0,0,1,107,50,1,25
p04,ASRank,50,600,1,2,0.1,5,0,0,2,107,50,1,26
p04,ASRank,50,600,1,2,0.1,5,0,0,3,107,50,1,28
p04,ASRank,50,600,1,2,0.1,10,0,0,1,107,50,1,25
p04,ASRank,50,600,1,2,0.1,10,0,0,2,107,50,1,25
p04,ASRank,50,600,1,2,0.1,10,0,0,3,107,50,1,24
p04,ASRank,50,600,1,2,0.3,5,0,0,1,107,50,1,24
p04,ASRank,50,600,1,2,0.3,5,0,0,2,107,50,1,28
p04,ASRank,50,600,1,2,0.3,5,0,0,3,107,50,1,29
p04,ASRank,50,600,1,2,0.3,10,0,0,1,107,50,1,29
p04,ASRank,50,600,1,2,0.3,10,0,0,2,107,50,1,35
p04,ASRank,50,600,1,2,0.3,10,0,0,3,107,50,1,23
p04,ASRank,50,600,1,3,0.1,5,0,0,1,107,50,1,23
p04,ASRank,50,600,1,3,0.1,5,0,0,2,107,50,1,23
p04,ASRank,50,600,1,3,0.1,5,0,0,3,107,50,1,23
p04,ASRank,50,600,1,3,0.1,10,0,0,1,107,50,1,23
p04,ASRank,50,600,1,3,0.1,10,0,0,2,107,50,1,25
p04,ASRank,50,600,1,3,0.1,10,0,0,3,107,50,1,27
p04,ASRank,50,600,1,3,0.3,5,0,0,1,107,50,1,23
p04,ASRank,50,600,1,3,0.3,5,0,0,2,107,50,1,23
p04,ASRank,50,600,1,3,0.3,5,0,0,3,107,50,1,25
p04,ASRank,50,600,1,3,0.3,10,0,0,1,107,50,1,25
p04,ASRank,50,600,1,3,0.3,10,0,0,2,107,50,1,23
p04,ASRank,50,600,1,3,0.3,10,0,0,3,107,50,1,23
p04,ASRank,50,600,1,4,0.1,5,0,0,1,107,50,1,27
p04,ASRank,50,600,1,4,0.1,5,0,0,2,107,50,1,26
p04,ASRank,50,600,1,4,0.1,5,0,0,3,107,50,1,26
p04,ASRank,50,600,1,4,0.1,10,0,0,1,107,50,1,24
p04,ASRank,50,600,1,4,0.1,10,0,0,2,107,50,1,23
p04,ASRank,50,600,1,4,0.1,10,0,0,3,107,50,1,23
p04,ASRank,50,600,1,4,0.3,5,0,0,1,107,50,1,23
p04,ASRank,50,600,1,4,0.3,5,0,0,2,107,50,1,23
p04,ASRank,50,600,1,4,0.3,5,0,0,3,107,50,1,23
p04,ASRank,50,600,1,4,0.3,10,0,0,1,107,50,1,23
p04,ASRank,50,600,1,4,0.3,10,0,0,2,107,50,1,22
p04,ASRank,50,600,1,4,0.3,10,0,0,3,107,50,1,22
p04,ASRank,100,300,1,2,0.1,5,0,0,1,107,50,1,23
p04,ASRank,100,300,1,2,0.1,5,0,0,2,107,50,1,23
p04,ASRank,100,300,1,2,0.1,5,0,0,3,107,50,1,29
p04,ASRank,100,300,1,2,0.1,10,0,0,1,107,50,1,24
p04,ASRank,100,300,1,2,0.1,10,0,0,2,107,50,1,23
p04,ASRank,100,300,1,2,0.1,10,0,0,3,107,50,1,23
p04,ASRank,100,300,1,2,0.3,5,0,0,1,107,50,1,24
p04,ASRank,100,300,1,2,0.3,5,0,0,2,107,50,1,23
p04,ASRank,100,300,1,2,0.3,5,0,0,3,107,50,1,23
p04,ASRank,100,300,1,2,0.3,10,0,0,1,107,50,1,23
p04,ASRank,100,300,1,2,0.3,10,0,0,2,107,50,1,23
p04,ASRank,100,300,1,2,0.3,10,0,0,3,107,50,1,23
p04,ASRank,100,300,1,3,0.1,5,0,0,1,107,50,1,23
p04,ASRank,100,300,1,3,0.1,5,0,0,2,107,50,1,23
p04,ASRank,100,300,1,3,0.1,5,0,0,3,107,50,1,23
p04,ASRank,100,300,1,3,0.1,10,0,0,1,107,50,1,24
p04,ASRank,100,300,1,3,0.1,10,0,0,2,107,50,1,24
p04,ASRank,100,300,1,3,0.1,10,0,0,3,107,50,1,24
p04,ASRank,100,300,1,3,0.3,5,0,0,1,107,50,1,23
p04,ASRank,100,300,1,3,0.3,5,0,0,2,107,50,1,24
p04,ASRank,100,300,1,3,0.3,5,0,0,3,107,50,1,24
p04,ASRank,100,300,1,3,0.3,10,0,0,1,107,50,1,26
p04,ASRank,100,300,1,3,0.3,10,0,0,2,107,50,1,24
p04,ASRank,100,300,1,3,0.3,10,0,0,3,107,50,1,26
p04,ASRank,100,300,1,4,0.1,5,0,0,1,107,50,1,29
p04,ASRank,100,300,1,4,0.1,5,0,0,2,107,50,1,26
p04,ASRank,100,300,1,4,0.1,5,0,0,3,107,50,1,41
p04,ASRank,100,300,1,4,0.1,10,0,0,1,107,50,1,45
p04,ASRank,100,300,1,4,0.1,10,0,0,2,107,50,1,30
p04,ASRank,100,300,1,4,0.1,10,0,0,3,107,50,1,26
p04,ASRank,100,300,1,4,0.3,5,0,0,1,107,50,1,28
p04,ASRank,100,300,1,4,0.3,5,0,0,2,107,50,1,26
p04,ASRank,100,300,1,4,0.3,5,0,0,3,107,50,1,26
p04,ASRank,100,300,1,4,0.3,10,0,0,1,107,50,1,28
p04,ASRank,100,300,1,4,0.3,10,0,0,2,107,50,1,32
p04,ASRank,100,300,1,4,0.3,10,0,0,3,107,50,1,28
p04,ASRank,100,600,1,2,0.1,5,0,0,1,107,50,1,61
p04,ASRank,100,600,1,2,0.1,5,0,0,2,107,50,1,51
p04,ASRank,100,600,1,2,0.1,5,0,0,3,107,50,1,61
p04,ASRank,100,600,1,2,0.1,10,0,0,1,107,50,1,55
p04,ASRank,100,600,1,2,0.1,10,0,0,2,107,50,1,52
p04,ASRank,100,600,1,2,0.1,10,0,0,3,107,50,1,52
p04,ASRank,100,600,1,2,0.3,5,0,0,1,107,50,1,58
p04,ASRank,100,600,1,2,0.3,5,0,0,2,107,50,1,63
p04,ASRank,100,600,1,2,0.3,5,0,0,3,107,50,1,51
p04,ASRank,100,600,1,2,0.3,10,0,0,1,107,50,1,47
p04,ASRank,100,600,1,2,0.3,10,0,0,2,107,50,1,46
p04,ASRank,100,600,1,2,0.3,10,0,0,3,107,50,1,49
p04,ASRank,100,600,1,3,0.1,5,0,0,1,107,50,1,47
p04,ASRank,100,600,1,3,0.1,5,0,0,2,107,50,1,46
p04,ASRank,100,600,1,3,0.1,5,0,0,3,107,50,1,46
p04,ASRank,100,600,1,3,0.1,10,0,0,1,107,50,1,46
p04,ASRank,100,600,1,3,0.1,10,0,0,2,107,50,1,50
p04,ASRank,100,600,1,3,0.1,10,0,0,3,107,50,1,52
p04,ASRank,100,600,1,3,0.3,5,0,0,1,107,50,1,47
p04,ASRank,100,600,1,3,0.3,5,0,0,2,107,50,1,47
p04,ASRank,100,600,1,3,0.3,5,0,0,3,107,50,1,52
p04,ASRank,100,600,1,3,0.3,10,0,0,1,107,50,1,51
p04,ASRank,100,600,1,3,0.3,10,0,0,2,107,50,1,51
p04,ASRank,100,600,1,3,0.3,10,0,0,3,107,50,1,54
p04,ASRank,100,600,1,4,0.1,5,0,0,1,107,50,1,55
p04,ASRank,100,600,1,4,0.1,5,0,0,2,107,50,1,53
p04,ASRank,100,600,1,4,0.1,5,0,0,3,107,50,1,57
p04,ASRank,100,600,1,4,0.1,10,0,0,1,107,50,1,62
p04,ASRank,100,600,1,4,0.1,10,0,0,2,107,50,1,52
p04,ASRank,100,600,1,4,0.1,10,0,0,3,107,50,1,51
p04,ASRank,100,600,1,4,0.3,5,0,0,1,107,50,1,50
p04,ASRank,100,600,1,4,0.3,5,0,0,2,107,50,1,50
p04,ASRank,100,600,1,4,0.3,5,0,0,3,107,50,1,51
p04,ASRank,100,600,1,4,0.3,10,0,0,1,107,50,1,54
p04,ASRank,100,600,1,4,0.3,10,0,0,2,107,50,1,53
p04,ASRank,100,600,1,4,0.3,10,0,0,3,107,50,1,56
p04,MMAS,50,300,1,2,0.1,0,0,0,1,107,50,1,14
p04,MMAS,50,300,1,2,0.1,0,0,0,2,107,50,1,13
p04,MMAS,50,300,1,2,0.1,0,0,0,3,107,50,1,13
p04,MMAS,50,300,1,2,0.3,0,0,0,1,107,50,1,13
p04,MMAS,50,300,1,2,0.3,0,0,0,2,107,50,1,13
p04,MMAS,50,300,1,2,0.3,0,0,0,3,107,50,1,13
p04,MMAS,50,300,1,3,0.1,0,0,0,1,107,50,1,12
p04,MMAS,50,300,1,3,0.1,0,0,0,2,107,50,1,12
p04,MMAS,50,300,1,3,0.1,0,0,0,3,107,50,1,13
p04,MMAS,50,300,1,3,0.3,0,0,0,1,107,50,1,12
p04,MMAS,50,300,1,3,0.3,0,0,0,2,107,50,1,13
p04,MMAS,50,300,1,3,0.3,0,0,0,3,107,50,1,12
